Event,Detector,Constant,Count,RankWithinEvent
GW190503_185404-v1,H1,Euler’s Number,0,40
GW190503_185404-v1,H1,Earth Radius (m),0,41
GW190503_185404-v1,H1,Earth Mass (kg),0,42
GW190503_185404-v1,H1,Coulomb Constant (N m^2 C^-2),0,43
GW190503_185404-v1,H1,Cosmic Microwave Background Temp (K),0,44
GW190503_185404-v1,H1,Avogadro Constant (1/mol),0,45
GW190503_185404-v1,H1,Astronomical Unit (m),0,46
GW190503_185404-v1,H1,Two Pi,0,47
GW190503_185404-v1,L1,Catalan’s Constant,60,1
GW190503_185404-v1,L1,Apéry’s Constant (zeta(3)),16,2
GW190503_185404-v1,L1,Absolute Zero (K),6,3
GW190503_185404-v1,L1,Planck Time (s),6,4
GW190503_185404-v1,L1,Planck Length (m),6,5
GW190503_185404-v1,L1,Planck Constant (J·s),6,6
GW190503_185404-v1,L1,Planck Charge (C),6,7
GW190503_185404-v1,L1,Neutron Mass (kg),6,8
GW190503_185404-v1,L1,Muon Mass (kg),6,9
GW190503_185404-v1,L1,Proton Mass (kg),6,10
GW190503_185404-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),6,11
GW190503_185404-v1,L1,Reduced Planck Constant (J·s),6,12
GW190503_185404-v1,L1,Fine-Structure Constant,6,13
GW190503_185404-v1,L1,Planck Mass (kg),6,14
GW190503_185404-v1,L1,Critical Density (kg/m^3),6,15
GW190503_185404-v1,L1,Tau Mass (kg),6,16
GW190503_185404-v1,L1,Elementary Charge (C),6,17
GW190503_185404-v1,L1,Electron Mass (kg),6,18
GW190503_185404-v1,L1,Baryon-to-Photon Ratio,6,19
GW190503_185404-v1,L1,Boltzmann Constant (J/K),6,20
GW190503_185404-v1,L1,Square Root of 2,5,21
GW190503_185404-v1,L1,Euler–Mascheroni Constant,4,22
GW190503_185404-v1,L1,Golden Ratio Conjugate,4,23
GW190503_185404-v1,L1,Square Root of 3,3,24
GW190503_185404-v1,L1,Plastic Constant,3,25
GW190503_185404-v1,L1,Golden Ratio,1,26
GW190503_185404-v1,L1,Phi Squared,1,27
GW190503_185404-v1,L1,Pi,1,28
GW190503_185404-v1,L1,Feigenbaum Alpha,1,29
GW190503_185404-v1,L1,Feigenbaum Delta,1,30
GW190503_185404-v1,L1,Speed of Light (m/s),0,31
GW190503_185404-v1,L1,Solar Mass (kg),0,32
GW190503_185404-v1,L1,Solar Radius (m),0,33
GW190503_185404-v1,L1,Square Root of 5,0,34
GW190503_185404-v1,L1,Hubble Constant (km/s/Mpc),0,35
GW190503_185404-v1,L1,Planck Temperature (K),0,36
GW190503_185404-v1,L1,Parsec (m),0,37
GW190503_185404-v1,L1,Khinchin’s Constant,0,38
GW190503_185404-v1,L1,Gas Constant R (J/(mol·K)),0,39
GW190503_185404-v1,L1,Euler’s Number,0,40
GW190503_185404-v1,L1,Earth Radius (m),0,41
GW190503_185404-v1,L1,Earth Mass (kg),0,42
GW190503_185404-v1,L1,Coulomb Constant (N m^2 C^-2),0,43
GW190503_185404-v1,L1,Cosmic Microwave Background Temp (K),0,44
GW190503_185404-v1,L1,Avogadro Constant (1/mol),0,45
GW190503_185404-v1,L1,Astronomical Unit (m),0,46
GW190503_185404-v1,L1,Two Pi,0,47
GW190503_185404-v2,H1,Catalan’s Constant,69,1
GW190503_185404-v2,H1,Apéry’s Constant (zeta(3)),41,2
GW190503_185404-v2,H1,Golden Ratio Conjugate,31,3
GW190503_185404-v2,H1,Euler–Mascheroni Constant,27,4
GW190503_185404-v2,H1,Golden Ratio,24,5
GW190503_185404-v2,H1,Plastic Constant,8,6
GW190503_185404-v2,H1,Absolute Zero (K),5,7
GW190503_185404-v2,H1,Planck Length (m),5,8
GW190503_185404-v2,H1,Planck Charge (C),5,9
GW190503_185404-v2,H1,Planck Mass (kg),5,10
GW190503_185404-v2,H1,Neutron Mass (kg),5,11
GW190503_185404-v2,H1,Muon Mass (kg),5,12
GW190503_185404-v2,H1,Planck Time (s),5,13
GW190503_185404-v2,H1,Gravitational Constant (m^3 kg^-1 s^-2),5,14
GW190503_185404-v2,H1,Fine-Structure Constant,5,15
GW190503_185404-v2,H1,Proton Mass (kg),5,16
GW190503_185404-v2,H1,Reduced Planck Constant (J·s),5,17
GW190503_185404-v2,H1,Elementary Charge (C),5,18
GW190503_185404-v2,H1,Electron Mass (kg),5,19
GW190503_185404-v2,H1,Critical Density (kg/m^3),5,20
GW190503_185404-v2,H1,Boltzmann Constant (J/K),5,21
GW190503_185404-v2,H1,Baryon-to-Photon Ratio,5,22
GW190503_185404-v2,H1,Tau Mass (kg),5,23
GW190503_185404-v2,H1,Planck Constant (J·s),5,24
GW190503_185404-v2,H1,Square Root of 2,3,25
GW190503_185404-v2,H1,Square Root of 3,2,26
GW190503_185404-v2,H1,Phi Squared,2,27
GW190503_185404-v2,H1,Solar Mass (kg),0,28
GW190503_185404-v2,H1,Solar Radius (m),0,29
GW190503_185404-v2,H1,Speed of Light (m/s),0,30
GW190503_185404-v2,H1,Planck Temperature (K),0,31
GW190503_185404-v2,H1,Square Root of 5,0,32
GW190503_185404-v2,H1,Hubble Constant (km/s/Mpc),0,33
GW190503_185404-v2,H1,Pi,0,34
GW190503_185404-v2,H1,Parsec (m),0,35
GW190503_185404-v2,H1,Khinchin’s Constant,0,36
GW190503_185404-v2,H1,Gas Constant R (J/(mol·K)),0,37
GW190503_185404-v2,H1,Feigenbaum Delta,0,38
GW190503_185404-v2,H1,Feigenbaum Alpha,0,39
GW190503_185404-v2,H1,Euler’s Number,0,40
GW190503_185404-v2,H1,Earth Radius (m),0,41
GW190503_185404-v2,H1,Earth Mass (kg),0,42
GW190503_185404-v2,H1,Coulomb Constant (N m^2 C^-2),0,43
GW190503_185404-v2,H1,Cosmic Microwave Background Temp (K),0,44
GW190503_185404-v2,H1,Avogadro Constant (1/mol),0,45
GW190503_185404-v2,H1,Astronomical Unit (m),0,46
GW190503_185404-v2,H1,Two Pi,0,47
GW190503_185404-v2,L1,Catalan’s Constant,55,1
GW190503_185404-v2,L1,Apéry’s Constant (zeta(3)),14,2
GW190503_185404-v2,L1,Absolute Zero (K),5,3
GW190503_185404-v2,L1,Planck Mass (kg),5,4
GW190503_185404-v2,L1,Planck Constant (J·s),5,5
GW190503_185404-v2,L1,Planck Charge (C),5,6
GW190503_185404-v2,L1,Planck Time (s),5,7
GW190503_185404-v2,L1,Neutron Mass (kg),5,8
GW190503_185404-v2,L1,Muon Mass (kg),5,9
GW190503_185404-v2,L1,Plastic Constant,5,10
GW190503_185404-v2,L1,Gravitational Constant (m^3 kg^-1 s^-2),5,11
GW190503_185404-v2,L1,Proton Mass (kg),5,12
GW190503_185404-v2,L1,Fine-Structure Constant,5,13
GW190503_185404-v2,L1,Reduced Planck Constant (J·s),5,14
GW190503_185404-v2,L1,Planck Length (m),5,15
GW190503_185404-v2,L1,Boltzmann Constant (J/K),5,16
GW190503_185404-v2,L1,Elementary Charge (C),5,17
GW190503_185404-v2,L1,Electron Mass (kg),5,18
GW190503_185404-v2,L1,Tau Mass (kg),5,19
GW190503_185404-v2,L1,Baryon-to-Photon Ratio,5,20
GW190503_185404-v2,L1,Critical Density (kg/m^3),5,21
GW190503_185404-v2,L1,Square Root of 2,4,22
GW190503_185404-v2,L1,Golden Ratio Conjugate,3,23
GW190503_185404-v2,L1,Euler–Mascheroni Constant,2,24
GW190503_185404-v2,L1,Square Root of 3,2,25
GW190503_185404-v2,L1,Pi,1,26
GW190503_185404-v2,L1,Feigenbaum Alpha,1,27
GW190503_185404-v2,L1,Golden Ratio,1,28
GW190503_185404-v2,L1,Speed of Light (m/s),0,29
GW190503_185404-v2,L1,Planck Temperature (K),0,30
GW190503_185404-v2,L1,Square Root of 5,0,31
GW190503_185404-v2,L1,Solar Radius (m),0,32
GW190503_185404-v2,L1,Solar Mass (kg),0,33
GW190503_185404-v2,L1,Hubble Constant (km/s/Mpc),0,34
GW190503_185404-v2,L1,Phi Squared,0,35
GW190503_185404-v2,L1,Parsec (m),0,36
GW190503_185404-v2,L1,Khinchin’s Constant,0,37
GW190503_185404-v2,L1,Gas Constant R (J/(mol·K)),0,38
GW190503_185404-v2,L1,Feigenbaum Delta,0,39
GW190503_185404-v2,L1,Euler’s Number,0,40
GW190503_185404-v2,L1,Earth Radius (m),0,41
GW190503_185404-v2,L1,Earth Mass (kg),0,42
GW190503_185404-v2,L1,Coulomb Constant (N m^2 C^-2),0,43
GW190503_185404-v2,L1,Cosmic Microwave Background Temp (K),0,44
GW190503_185404-v2,L1,Avogadro Constant (1/mol),0,45
GW190503_185404-v2,L1,Astronomical Unit (m),0,46
GW190503_185404-v2,L1,Two Pi,0,47
GW190512_180714-v1,H1,Catalan’s Constant,62,1
GW190512_180714-v1,H1,Apéry’s Constant (zeta(3)),41,2
GW190512_180714-v1,H1,Golden Ratio Conjugate,14,3
GW190512_180714-v1,H1,Euler–Mascheroni Constant,10,4
GW190512_180714-v1,H1,Golden Ratio,9,5
GW190512_180714-v1,H1,Absolute Zero (K),6,6
GW190512_180714-v1,H1,Planck Length (m),6,7
GW190512_180714-v1,H1,Planck Charge (C),6,8
GW190512_180714-v1,H1,Planck Mass (kg),6,9
GW190512_180714-v1,H1,Neutron Mass (kg),6,10
GW190512_180714-v1,H1,Muon Mass (kg),6,11
GW190512_180714-v1,H1,Planck Time (s),6,12
GW190512_180714-v1,H1,Gravitational Constant (m^3 kg^-1 s^-2),6,13
GW190512_180714-v1,H1,Fine-Structure Constant,6,14
GW190512_180714-v1,H1,Proton Mass (kg),6,15
GW190512_180714-v1,H1,Reduced Planck Constant (J·s),6,16
GW190512_180714-v1,H1,Elementary Charge (C),6,17
GW190512_180714-v1,H1,Electron Mass (kg),6,18
GW190512_180714-v1,H1,Critical Density (kg/m^3),6,19
GW190512_180714-v1,H1,Boltzmann Constant (J/K),6,20
GW190512_180714-v1,H1,Baryon-to-Photon Ratio,6,21
GW190512_180714-v1,H1,Tau Mass (kg),6,22
GW190512_180714-v1,H1,Planck Constant (J·s),6,23
GW190512_180714-v1,H1,Plastic Constant,5,24
GW190512_180714-v1,H1,Square Root of 2,2,25
GW190512_180714-v1,H1,Square Root of 3,2,26
GW190512_180714-v1,H1,Square Root of 5,1,27
GW190512_180714-v1,H1,Pi,1,28
GW190512_180714-v1,H1,Solar Mass (kg),0,29
GW190512_180714-v1,H1,Solar Radius (m),0,30
GW190512_180714-v1,H1,Speed of Light (m/s),0,31
GW190512_180714-v1,H1,Planck Temperature (K),0,32
GW190512_180714-v1,H1,Hubble Constant (km/s/Mpc),0,33
GW190512_180714-v1,H1,Phi Squared,0,34
GW190512_180714-v1,H1,Parsec (m),0,35
GW190512_180714-v1,H1,Khinchin’s Constant,0,36
GW190512_180714-v1,H1,Gas Constant R (J/(mol·K)),0,37
GW190512_180714-v1,H1,Feigenbaum Delta,0,38
GW190512_180714-v1,H1,Feigenbaum Alpha,0,39
GW190512_180714-v1,H1,Euler’s Number,0,40
GW190512_180714-v1,H1,Earth Radius (m),0,41
GW190512_180714-v1,H1,Earth Mass (kg),0,42
GW190512_180714-v1,H1,Coulomb Constant (N m^2 C^-2),0,43
GW190512_180714-v1,H1,Cosmic Microwave Background Temp (K),0,44
GW190512_180714-v1,H1,Avogadro Constant (1/mol),0,45
GW190512_180714-v1,H1,Astronomical Unit (m),0,46
GW190512_180714-v1,H1,Two Pi,0,47
GW190512_180714-v1,L1,Catalan’s Constant,48,1
GW190512_180714-v1,L1,Apéry’s Constant (zeta(3)),9,2
GW190512_180714-v1,L1,Plastic Constant,9,3
GW190512_180714-v1,L1,Absolute Zero (K),8,4
GW190512_180714-v1,L1,Elementary Charge (C),8,5
GW190512_180714-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),8,6
GW190512_180714-v1,L1,Planck Charge (C),8,7
GW190512_180714-v1,L1,Planck Constant (J·s),8,8
GW190512_180714-v1,L1,Fine-Structure Constant,8,9
GW190512_180714-v1,L1,Planck Length (m),8,10
GW190512_180714-v1,L1,Planck Mass (kg),8,11
GW190512_180714-v1,L1,Planck Time (s),8,12
GW190512_180714-v1,L1,Electron Mass (kg),8,13
GW190512_180714-v1,L1,Muon Mass (kg),8,14
GW190512_180714-v1,L1,Proton Mass (kg),8,15
GW190512_180714-v1,L1,Critical Density (kg/m^3),8,16
GW190512_180714-v1,L1,Reduced Planck Constant (J·s),8,17
GW190512_180714-v1,L1,Boltzmann Constant (J/K),8,18
GW190512_180714-v1,L1,Baryon-to-Photon Ratio,8,19
GW190512_180714-v1,L1,Tau Mass (kg),8,20
GW190512_180714-v1,L1,Neutron Mass (kg),8,21
GW190512_180714-v1,L1,Euler–Mascheroni Constant,2,22
GW190512_180714-v1,L1,Square Root of 2,2,23
GW190512_180714-v1,L1,Golden Ratio Conjugate,2,24
GW190512_180714-v1,L1,Square Root of 3,1,25
GW190512_180714-v1,L1,Two Pi,1,26
GW190512_180714-v1,L1,Khinchin’s Constant,0,27
GW190512_180714-v1,L1,Earth Mass (kg),0,28
GW190512_180714-v1,L1,Astronomical Unit (m),0,29
GW190512_180714-v1,L1,Square Root of 5,0,30
GW190512_180714-v1,L1,Avogadro Constant (1/mol),0,31
GW190512_180714-v1,L1,Cosmic Microwave Background Temp (K),0,32
GW190512_180714-v1,L1,Speed of Light (m/s),0,33
GW190512_180714-v1,L1,Solar Radius (m),0,34
GW190512_180714-v1,L1,Solar Mass (kg),0,35
GW190512_180714-v1,L1,Coulomb Constant (N m^2 C^-2),0,36
GW190512_180714-v1,L1,Earth Radius (m),0,37
GW190512_180714-v1,L1,Parsec (m),0,38
GW190512_180714-v1,L1,Euler’s Number,0,39
GW190512_180714-v1,L1,Planck Temperature (K),0,40
GW190512_180714-v1,L1,Feigenbaum Alpha,0,41
GW190512_180714-v1,L1,Feigenbaum Delta,0,42
GW190512_180714-v1,L1,Gas Constant R (J/(mol·K)),0,43
GW190512_180714-v1,L1,Golden Ratio,0,44
GW190512_180714-v1,L1,Pi,0,45
GW190512_180714-v1,L1,Phi Squared,0,46
GW190512_180714-v1,L1,Hubble Constant (km/s/Mpc),0,47
GW190512_180714-v2,H1,Catalan’s Constant,62,1
GW190512_180714-v2,H1,Apéry’s Constant (zeta(3)),41,2
GW190512_180714-v2,H1,Golden Ratio Conjugate,14,3
GW190512_180714-v2,H1,Euler–Mascheroni Constant,10,4
GW190512_180714-v2,H1,Golden Ratio,9,5
GW190512_180714-v2,H1,Absolute Zero (K),6,6
GW190512_180714-v2,H1,Planck Length (m),6,7
GW190512_180714-v2,H1,Planck Charge (C),6,8
GW190512_180714-v2,H1,Planck Mass (kg),6,9
GW190512_180714-v2,H1,Neutron Mass (kg),6,10
GW190512_180714-v2,H1,Muon Mass (kg),6,11
GW190512_180714-v2,H1,Planck Time (s),6,12
GW190512_180714-v2,H1,Gravitational Constant (m^3 kg^-1 s^-2),6,13
GW190512_180714-v2,H1,Fine-Structure Constant,6,14
GW190512_180714-v2,H1,Proton Mass (kg),6,15
GW190512_180714-v2,H1,Reduced Planck Constant (J·s),6,16
GW190512_180714-v2,H1,Elementary Charge (C),6,17
GW190512_180714-v2,H1,Electron Mass (kg),6,18
GW190512_180714-v2,H1,Critical Density (kg/m^3),6,19
GW190512_180714-v2,H1,Boltzmann Constant (J/K),6,20
GW190512_180714-v2,H1,Baryon-to-Photon Ratio,6,21
GW190512_180714-v2,H1,Tau Mass (kg),6,22
GW190512_180714-v2,H1,Planck Constant (J·s),6,23
GW190512_180714-v2,H1,Plastic Constant,5,24
GW190512_180714-v2,H1,Square Root of 2,2,25
GW190512_180714-v2,H1,Square Root of 3,2,26
GW190512_180714-v2,H1,Square Root of 5,1,27
GW190512_180714-v2,H1,Pi,1,28
GW190512_180714-v2,H1,Solar Mass (kg),0,29
GW190512_180714-v2,H1,Solar Radius (m),0,30
GW190512_180714-v2,H1,Speed of Light (m/s),0,31
GW190512_180714-v2,H1,Planck Temperature (K),0,32
GW190512_180714-v2,H1,Hubble Constant (km/s/Mpc),0,33
GW190512_180714-v2,H1,Phi Squared,0,34
GW190512_180714-v2,H1,Parsec (m),0,35
GW190512_180714-v2,H1,Khinchin’s Constant,0,36
GW190512_180714-v2,H1,Gas Constant R (J/(mol·K)),0,37
GW190512_180714-v2,H1,Feigenbaum Delta,0,38
GW190512_180714-v2,H1,Feigenbaum Alpha,0,39
GW190512_180714-v2,H1,Euler’s Number,0,40
GW190512_180714-v2,H1,Earth Radius (m),0,41
GW190512_180714-v2,H1,Earth Mass (kg),0,42
GW190512_180714-v2,H1,Coulomb Constant (N m^2 C^-2),0,43
GW190512_180714-v2,H1,Cosmic Microwave Background Temp (K),0,44
GW190512_180714-v2,H1,Avogadro Constant (1/mol),0,45
GW190512_180714-v2,H1,Astronomical Unit (m),0,46
GW190512_180714-v2,H1,Two Pi,0,47
GW190512_180714-v2,L1,Catalan’s Constant,48,1
GW190512_180714-v2,L1,Apéry’s Constant (zeta(3)),9,2
GW190512_180714-v2,L1,Plastic Constant,9,3
GW190512_180714-v2,L1,Absolute Zero (K),8,4
GW190512_180714-v2,L1,Elementary Charge (C),8,5
GW190512_180714-v2,L1,Gravitational Constant (m^3 kg^-1 s^-2),8,6
GW190512_180714-v2,L1,Planck Charge (C),8,7
GW190512_180714-v2,L1,Planck Constant (J·s),8,8
GW190512_180714-v2,L1,Fine-Structure Constant,8,9
GW190512_180714-v2,L1,Planck Length (m),8,10
GW190512_180714-v2,L1,Planck Mass (kg),8,11
GW190512_180714-v2,L1,Planck Time (s),8,12
GW190512_180714-v2,L1,Electron Mass (kg),8,13
GW190512_180714-v2,L1,Muon Mass (kg),8,14
GW190512_180714-v2,L1,Proton Mass (kg),8,15
GW190512_180714-v2,L1,Critical Density (kg/m^3),8,16
GW190512_180714-v2,L1,Reduced Planck Constant (J·s),8,17
GW190512_180714-v2,L1,Boltzmann Constant (J/K),8,18
GW190512_180714-v2,L1,Baryon-to-Photon Ratio,8,19
GW190512_180714-v2,L1,Tau Mass (kg),8,20
GW190512_180714-v2,L1,Neutron Mass (kg),8,21
GW190512_180714-v2,L1,Euler–Mascheroni Constant,2,22
GW190512_180714-v2,L1,Square Root of 2,2,23
GW190512_180714-v2,L1,Golden Ratio Conjugate,2,24
GW190512_180714-v2,L1,Square Root of 3,1,25
GW190512_180714-v2,L1,Two Pi,1,26
GW190512_180714-v2,L1,Khinchin’s Constant,0,27
GW190512_180714-v2,L1,Earth Mass (kg),0,28
GW190512_180714-v2,L1,Astronomical Unit (m),0,29
GW190512_180714-v2,L1,Square Root of 5,0,30
GW190512_180714-v2,L1,Avogadro Constant (1/mol),0,31
GW190512_180714-v2,L1,Cosmic Microwave Background Temp (K),0,32
GW190512_180714-v2,L1,Speed of Light (m/s),0,33
GW190512_180714-v2,L1,Solar Radius (m),0,34
GW190512_180714-v2,L1,Solar Mass (kg),0,35
GW190512_180714-v2,L1,Coulomb Constant (N m^2 C^-2),0,36
GW190512_180714-v2,L1,Earth Radius (m),0,37
GW190512_180714-v2,L1,Parsec (m),0,38
GW190512_180714-v2,L1,Euler’s Number,0,39
GW190512_180714-v2,L1,Planck Temperature (K),0,40
GW190512_180714-v2,L1,Feigenbaum Alpha,0,41
GW190512_180714-v2,L1,Feigenbaum Delta,0,42
GW190512_180714-v2,L1,Gas Constant R (J/(mol·K)),0,43
GW190512_180714-v2,L1,Golden Ratio,0,44
GW190512_180714-v2,L1,Pi,0,45
GW190512_180714-v2,L1,Phi Squared,0,46
GW190512_180714-v2,L1,Hubble Constant (km/s/Mpc),0,47
GW190513_205428-v1,H1,Catalan’s Constant,75,1
GW190513_205428-v1,H1,Apéry’s Constant (zeta(3)),53,2
GW190513_205428-v1,H1,Golden Ratio Conjugate,23,3
GW190513_205428-v1,H1,Euler–Mascheroni Constant,16,4
GW190513_205428-v1,H1,Golden Ratio,14,5
GW190513_205428-v1,H1,Absolute Zero (K),9,6
GW190513_205428-v1,H1,Planck Mass (kg),9,7
GW190513_205428-v1,H1,Planck Constant (J·s),9,8
GW190513_205428-v1,H1,Planck Charge (C),9,9
GW190513_205428-v1,H1,Planck Time (s),9,10
GW190513_205428-v1,H1,Neutron Mass (kg),9,11
GW190513_205428-v1,H1,Muon Mass (kg),9,12
GW190513_205428-v1,H1,Gravitational Constant (m^3 kg^-1 s^-2),9,13
GW190513_205428-v1,H1,Proton Mass (kg),9,14
GW190513_205428-v1,H1,Fine-Structure Constant,9,15
GW190513_205428-v1,H1,Reduced Planck Constant (J·s),9,16
GW190513_205428-v1,H1,Planck Length (m),9,17
GW190513_205428-v1,H1,Elementary Charge (C),9,18
GW190513_205428-v1,H1,Electron Mass (kg),9,19
GW190513_205428-v1,H1,Critical Density (kg/m^3),9,20
GW190513_205428-v1,H1,Boltzmann Constant (J/K),9,21
GW190513_205428-v1,H1,Baryon-to-Photon Ratio,9,22
GW190513_205428-v1,H1,Tau Mass (kg),9,23
GW190513_205428-v1,H1,Plastic Constant,6,24
GW190513_205428-v1,H1,Euler’s Number,2,25
GW190513_205428-v1,H1,Khinchin’s Constant,2,26
GW190513_205428-v1,H1,Square Root of 3,2,27
GW190513_205428-v1,H1,Square Root of 2,1,28
GW190513_205428-v1,H1,Solar Radius (m),0,29
GW190513_205428-v1,H1,Speed of Light (m/s),0,30
GW190513_205428-v1,H1,Planck Temperature (K),0,31
GW190513_205428-v1,H1,Square Root of 5,0,32
GW190513_205428-v1,H1,Solar Mass (kg),0,33
GW190513_205428-v1,H1,Hubble Constant (km/s/Mpc),0,34
GW190513_205428-v1,H1,Pi,0,35
GW190513_205428-v1,H1,Phi Squared,0,36
GW190513_205428-v1,H1,Parsec (m),0,37
GW190513_205428-v1,H1,Gas Constant R (J/(mol·K)),0,38
GW190513_205428-v1,H1,Feigenbaum Delta,0,39
GW190513_205428-v1,H1,Feigenbaum Alpha,0,40
GW190513_205428-v1,H1,Earth Radius (m),0,41
GW190513_205428-v1,H1,Earth Mass (kg),0,42
GW190513_205428-v1,H1,Coulomb Constant (N m^2 C^-2),0,43
GW190513_205428-v1,H1,Cosmic Microwave Background Temp (K),0,44
GW190513_205428-v1,H1,Avogadro Constant (1/mol),0,45
GW190513_205428-v1,H1,Astronomical Unit (m),0,46
GW190513_205428-v1,H1,Two Pi,0,47
GW190513_205428-v1,L1,Catalan’s Constant,45,1
GW190513_205428-v1,L1,Apéry’s Constant (zeta(3)),13,2
GW190513_205428-v1,L1,Plastic Constant,9,3
GW190513_205428-v1,L1,Absolute Zero (K),7,4
GW190513_205428-v1,L1,Fine-Structure Constant,7,5
GW190513_205428-v1,L1,Planck Length (m),7,6
GW190513_205428-v1,L1,Planck Constant (J·s),7,7
GW190513_205428-v1,L1,Planck Charge (C),7,8
GW190513_205428-v1,L1,Planck Time (s),7,9
GW190513_205428-v1,L1,Neutron Mass (kg),7,10
GW190513_205428-v1,L1,Muon Mass (kg),7,11
GW190513_205428-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),7,12
GW190513_205428-v1,L1,Proton Mass (kg),7,13
GW190513_205428-v1,L1,Reduced Planck Constant (J·s),7,14
GW190513_205428-v1,L1,Planck Mass (kg),7,15
GW190513_205428-v1,L1,Critical Density (kg/m^3),7,16
GW190513_205428-v1,L1,Tau Mass (kg),7,17
GW190513_205428-v1,L1,Baryon-to-Photon Ratio,7,18
GW190513_205428-v1,L1,Elementary Charge (C),7,19
GW190513_205428-v1,L1,Electron Mass (kg),7,20
GW190513_205428-v1,L1,Boltzmann Constant (J/K),7,21
GW190513_205428-v1,L1,Golden Ratio Conjugate,6,22
GW190513_205428-v1,L1,Euler–Mascheroni Constant,4,23
GW190513_205428-v1,L1,Square Root of 2,2,24
GW190513_205428-v1,L1,Golden Ratio,2,25
GW190513_205428-v1,L1,Feigenbaum Alpha,2,26
GW190513_205428-v1,L1,Square Root of 3,1,27
GW190513_205428-v1,L1,Phi Squared,1,28
GW190513_205428-v1,L1,Square Root of 5,1,29
GW190513_205428-v1,L1,Khinchin’s Constant,1,30
GW190513_205428-v1,L1,Speed of Light (m/s),0,31
GW190513_205428-v1,L1,Solar Mass (kg),0,32
GW190513_205428-v1,L1,Solar Radius (m),0,33
GW190513_205428-v1,L1,Planck Temperature (K),0,34
GW190513_205428-v1,L1,Hubble Constant (km/s/Mpc),0,35
GW190513_205428-v1,L1,Pi,0,36
GW190513_205428-v1,L1,Parsec (m),0,37
GW190513_205428-v1,L1,Gas Constant R (J/(mol·K)),0,38
GW190513_205428-v1,L1,Feigenbaum Delta,0,39
GW190513_205428-v1,L1,Euler’s Number,0,40
GW190513_205428-v1,L1,Earth Radius (m),0,41
GW190513_205428-v1,L1,Earth Mass (kg),0,42
GW190513_205428-v1,L1,Coulomb Constant (N m^2 C^-2),0,43
GW190513_205428-v1,L1,Cosmic Microwave Background Temp (K),0,44
GW190513_205428-v1,L1,Avogadro Constant (1/mol),0,45
GW190513_205428-v1,L1,Astronomical Unit (m),0,46
GW190513_205428-v1,L1,Two Pi,0,47
GW190513_205428-v2,H1,Catalan’s Constant,66,1
GW190513_205428-v2,H1,Apéry’s Constant (zeta(3)),49,2
GW190513_205428-v2,H1,Golden Ratio Conjugate,26,3
GW190513_205428-v2,H1,Euler–Mascheroni Constant,21,4
GW190513_205428-v2,H1,Golden Ratio,20,5
GW190513_205428-v2,H1,Absolute Zero (K),10,6
GW190513_205428-v2,H1,Reduced Planck Constant (J·s),10,7
GW190513_205428-v2,H1,Planck Length (m),10,8
GW190513_205428-v2,H1,Planck Constant (J·s),10,9
GW190513_205428-v2,H1,Planck Charge (C),10,10
GW190513_205428-v2,H1,Planck Time (s),10,11
GW190513_205428-v2,H1,Proton Mass (kg),10,12
GW190513_205428-v2,H1,Neutron Mass (kg),10,13
GW190513_205428-v2,H1,Muon Mass (kg),10,14
GW190513_205428-v2,H1,Gravitational Constant (m^3 kg^-1 s^-2),10,15
GW190513_205428-v2,H1,Planck Mass (kg),10,16
GW190513_205428-v2,H1,Critical Density (kg/m^3),10,17
GW190513_205428-v2,H1,Baryon-to-Photon Ratio,10,18
GW190513_205428-v2,H1,Elementary Charge (C),10,19
GW190513_205428-v2,H1,Electron Mass (kg),10,20
GW190513_205428-v2,H1,Tau Mass (kg),10,21
GW190513_205428-v2,H1,Boltzmann Constant (J/K),10,22
GW190513_205428-v2,H1,Fine-Structure Constant,8,23
GW190513_205428-v2,H1,Plastic Constant,5,24
GW190513_205428-v2,H1,Square Root of 3,2,25
GW190513_205428-v2,H1,Euler’s Number,1,26
GW190513_205428-v2,H1,Square Root of 2,1,27
GW190513_205428-v2,H1,Khinchin’s Constant,1,28
GW190513_205428-v2,H1,Cosmic Microwave Background Temp (K),1,29
GW190513_205428-v2,H1,Square Root of 5,0,30
GW190513_205428-v2,H1,Solar Radius (m),0,31
GW190513_205428-v2,H1,Planck Temperature (K),0,32
GW190513_205428-v2,H1,Speed of Light (m/s),0,33
GW190513_205428-v2,H1,Solar Mass (kg),0,34
GW190513_205428-v2,H1,Hubble Constant (km/s/Mpc),0,35
GW190513_205428-v2,H1,Pi,0,36
GW190513_205428-v2,H1,Phi Squared,0,37
GW190513_205428-v2,H1,Parsec (m),0,38
GW190513_205428-v2,H1,Gas Constant R (J/(mol·K)),0,39
GW190513_205428-v2,H1,Feigenbaum Delta,0,40
GW190513_205428-v2,H1,Feigenbaum Alpha,0,41
GW190513_205428-v2,H1,Earth Radius (m),0,42
GW190513_205428-v2,H1,Earth Mass (kg),0,43
GW190513_205428-v2,H1,Coulomb Constant (N m^2 C^-2),0,44
GW190513_205428-v2,H1,Avogadro Constant (1/mol),0,45
GW190513_205428-v2,H1,Astronomical Unit (m),0,46
GW190513_205428-v2,H1,Two Pi,0,47
GW190513_205428-v2,L1,Catalan’s Constant,47,1
